H3 Content	OS Content	GK Content
<094v28><094v29><094v30><095r1><095r2><095r3><095r4><095r5><095r6><095r7><095r8><095r9><095r10>	числомъ· ті꙯и· съкаꙁа и҅мъ о҅ богоборь҆нѣи тои боуи е҅реси о҅брѣтениѥ· и҅ поо̑усти ѧ да сꙙ помолꙙтъ владꙑцѣ хс꙯оу· да съпоборетъ ꙁа и҅стинънѫѭ̑ и҅ правѫѭ вѣрѫ· и҅же прѣхваль҆нии о҅тьци· съдѣи҅ствьникꙑ и҅мѫште ст꙯ꙑи҅ доухъ· и тѣмь дꙑхаѭ̑ште· и҅ю҅деи҅скꙑѧ о̑убо подобьнꙑѧ е҅реси о҅тъвръгошꙙ и҅ꙁобрѣтениѥ· и҅ ꙗ҅же тоѧ новѣи҅ши· то то молитвами побѣдишꙙ· пришъдъшоу бо ѥ҅моу о҅тъ а҅леѯандрии҅ска града· и҅ въ свꙙтꙑихъ съборъ въшедъшоу·	τὸν ἀριθμὸν τριακοσίων δέκα καὶ ὀκτὼ, δήλην πεποίηκεν αὐτοῖς τῆς θεομάχου ταύτης νεωτέρας αἱρέσεως τὴν εὕρεσιν καὶ ἠξίωσεν αὐτοὺς ἐξευμενίσασθαι τὸν δεσπότην Χριστὸν συμμαχῆσαι ὑπὲρ τῆς ἀληθοῦς καὶ ὀρθοδόξου πίστεως. Οἵ τινες πανεύφημοι πατέρες σύνεργον ἔχοντες τὸ πανάγιον πνεῦμα, καὶ ὑπ᾽ αὐτοῦ ἐμπνεόμενοι, τῆς μὲν Ἰουδαϊκῆς ἐφαμίλλου αἱρέσεως καθεῖλον τὴν εὕρεσιν, τὸν δὲ ταύτης καινουργὸν δι᾽ εὐχῆς ἐτρέψαντο· ἐλθόντι γὰρἀπὸ τῆς Ἀλεξανδρέων πόλεως, καὶ εἰς τὸν τῶν Ἁγίων σύλλογον εἰσελθῶν.
<095r11><095r12><095r13><095r14><095r15><095r16><095r17>	прѣꙁоръствоу беꙁоумъноуо̑умоу съпомагаѭ̑штоу ѥ҅моу· и҅сповѣда скв҆ь҆р꙽нънѫѭ̑ своѭ̑ хоулѫ· божь҆ствь҆ниї же о҅ть҆ци ль҆сть о҅бличивъше· и҅стінънѫѭ̑ и҅ нераꙁдѣл҄ꙗѥ҅мѫѭ̑ вѣрѫ· ѥ҅диносѫштиꙗ трои҅чънааго· вь҆семоу подъ сль҆нь҆цоу живѫштиїм꙽·	τῷ θράσει τῆς ἀνοιας τῷ συμπνέοντι αὐτῷ ἐπερειδόμενος, έξεμεῖν ἐπήγγελτο τὰς βεβήλους αὐτοῦ τῶν βλασφεμιῶν κενότητας. Καὶ οἱ μὲν θεσπέσιοι καὶ θεηγόροιι πατέρες, τὴν πλάνην στηλιτεύσαντες, τὴν ἀληθῆ καὶ ἀδιαίρετον πίστιν τῆς ὁμοουσίου Τριάδος τοῖς ἁπανταχῶσε ὑφ᾽ ἡλίῳ πιστοῖς
<095r18><095r19><095r20><095r21><095r22><095r23><095r24><095r25><095r26><095r27><095r28><095r29><095r30>	вѣрънꙑи҅мъ прѣдашꙙ· повѣдавъшии конь҆статиноу цѣсароу· такожде вѣровати· а҅кꙑ състоль҆никоу сѫштоу о̑уставь҆ѥ҅нию̑ правꙑѧ вѣрꙑ· и҅же прии҅мъ и҅ вѣровавъ· о҅тъ бога бꙑти вѣръноуо̑умоу прѣданию̑· и҅ чисти и҅ прии҅мати· повелѣниѥ҅мъ же цѣсаремъ вь҆сѫдоу по вьсеи҅ ꙁеми· та дръжати коуп꙽носѫштѫѭ̑ вѣрѫ· о҅тьца и҅ сꙑна и҅ свꙙта꙽го доуха· ꙁаповѣда· много ѥ҅же о҅ставивъше· къ главиꙁнѣ придѣмъ· вь҆сѣхъ бо вѣкъ ви димꙑх꙽·	οἰκήτορσι παρέδωσαν, ἐπιδεδωκότες τῷ ... βασιλεῖ Κωνσταντίνῳ, ὡς καὶ συνέδρῳ ὄντι αὐτῷ τὸν ὅρον τῆς ὀρθοδόξου πίστεως. Ὃς δεξάμενος καὶ πιστεύσας θεόθεν ὑπάρχειν τῆς πίστεως παράδοσιν, καὶ σέβει καὶ παραδέχεται, καὶ διὰ ... αὐτοῦ δια•τάξεων παντί τε καὶ πανταχοῦ κρατυνθῆναι τὴν ὁμούσιον πίστιν τοῦ πατρὸς καὶ τοῦ υἱοῦ, καὶ τοῦ ἁγίου πνεύματος ἐθέσπισεν. Τὰ δὲ πολλὰ παρεάσαντες, εἰς τὸ κεφάλαιον ἐλευσόμεθα. Ὁ γὰρ τῶν ὅλων αἰώνων ὁρατῶν τε
<095v1><095v2><095v3><095v4><095v5><095v6><095v7><095v8>	и҅ невидимꙑихъ промꙑсльникъ богъ· и҅же а҅риѥ҅мъ прѣдъ чловѣкꙑ похоул҄енꙑи҆· и҅ сь тварь҆ми вь҆чь҆тенꙑи҆· ѫ҅тробьнꙑи҅мъ подвиꙁание҅мъ женомъ бѣа҅ше· и҅же въ мотꙑлꙑ мѣсто нечистꙑѧ҆ ѫ҅тробꙑ· ѫ҅тробѫ вь҆сѫ и҅ꙁваливъ· ꙁаждемь҆ нечистꙑи҆ тъ· пакꙑ свѣтиломъ свѣтꙙ·	καὶ ἀοράτων πρύτανις θεός, ὁ ὑπὸ Ἀρείου ἔμπροσθεν τῶν ἀνθρώπων ἀθετηθείς, καὶ ἐν τοῖς κτίσμασι καταταγείς, ἐν ἀφεδρόνι δρομέον τοῦτον ἤλαυνεν, ὃς ἀντὶ τοῦ φορτίου τῆς ἀκαθάρτον γαστρός, τὰ σπλάγχνα πάντα ἐξέχεεν ἐπὶ τῶν ἀφετηρίων ὁ δυσμενής, καὶ δίκην φανοῦ διαφαίνων
<095v9><095v10><095v11><095v12><095v13><095v14><095v15>	дожи и до о҅тъхода прѣподобь҆нꙑи҆хъ о҅ть҆цъ· достои҅ньнь жиꙁни своѥѧ҆ конь҆ць҆ о҅брѣте· подобаа҅ше бо о҅смрадивъшоуо̑умоу христосовами хоулами· на смрадь҆нѣ мѣстѣ съконь҆чати житиѥ· сим꙽ же тако прѣславь҆нѣ господьмь҆ и҅соу хрь҆стомъ·	ἄχρι τῆς ἐξόδου τῶν ὁσίων, ἐπάξιον τῶν βίου τὸ τέλος εὕρατο· ἔδει γὰρ τὸν δυσωδήσαντα ἐν ταῖς κατὰ Χριστοῦ βλασφημίαις, ἐν τοῖς τῆς δυσωδίας τόποις καταστρέψαι τὸν βίον. Τούτων οὕτως παραδόξως ὑπὸ τοῦ κυρίου Ἰησοῦ Χριστοῦ
<095v16><095v17><095v18><095v19><095v20><095v21><095v22><095v23><095v24><095v25><095v26><095v27> <095v28><095v29><095v30><096r1><096r2> <096r3><096r4><096r5><096r6><096r7><096r8><096r9><096r10><096r11><096r12><096r13><096r14><096r15><096r16><096r17><096r18><096r19><096r20><096r21><096r22><096r23><096r24> <096r25><096r26><096r27><096r28><096r29><096r30><096v1><096v2><096v3><096v4>	чоудесемъ бꙑваѭ̑штемъ· лѣтоу прѣшедъшоу· мирънꙑи҆ врагъ велиꙗ҅ поставь҆ꙗ҅ѥ҅тъ съсѫдъ свои҆ а҅кꙑ въторааго а҅риа҅ на правѫѭ̑ вѣрѫ цѣсара о̑уа҅ла· и҅же беꙁаконьнѣи҅ сꙑ· и҅ а҅кꙑ и҅нъ а҅хаа҅въ· на свꙙтꙑѧ божиѧ цръкви вь҆ꙁбѣси сꙙ· о҅б꙽навь҆ꙗ҅ѧ вь҆сѫ а҅риѥ҅вѫ хоулѫ· и҅ повелѣ вь҆сꙙ свꙙтꙑѧ божиѧ цръкви правовѣрънꙑи҅хъ ꙁатворити· не творити вь҆ н҄ихъ о҅бꙑчьнꙑи҅хъ слоужъбъ· и҅ о҅вꙑ и҅хъ сѣньницꙙ сътвори· о҅вꙑ же и҅ раꙁарати покоушааше сꙙ· дръжа же таковаꙗ нео̑у тѣшимаꙗ скрьбь· на м꙽нога врѣмена· въ тои҅ же врѣмꙙ бѣ· нѣк꙽то мѫжь҆ въ поустꙑн҄и на въстоцѣ· а҅гг҄ельскомъ житиѥ҅мъ живꙑи на ꙁеми и҅менемь҆ и҅сак҄ии҆· тъ по о҅бꙑчаю̑· съ небесе божии гласъ слꙑшавъ· велꙙште сь҆нити и҅ꙁъ поустꙑнꙙ· и҅ пріти въ градъ конь҆статинь҆· не о҅слꙋшавъ сꙙ сь҆ниде и҅ꙁъ поустꙑн҄ꙙ· и҅ приде въ нареченꙑи градъ· и҅ о҅брѣте богоборънꙑѧ е҅реси потопъ доушь҆нꙑи· и҅ по милостивѣѣ҆мь҆ и҅е҅ремии пророцѣ· о҅гн҄ь въꙁгорѣ сꙙ въ ѫ҅тробѣ ѥ҅го· и҅ о҅бь҆хождааше вь҆сѫдꙋ по божию̑ же попоуштению̑· накаꙁаѭ̑штоуо̑умоу присно· на польꙁъноѥ· бꙑстъ рать҆ велика о҅тъ поганꙑи҅хъ· и҅ събъравъше плъкꙑ своѧ· прѣплоувъше рѣкѫ рекѫмѫѭ̑ доунавъ· плѣнꙗахѫ ѳрак҄иѭ̑· скрьбь же и҅ печаль҆ не хоудѫ и҅мѣа҅хѫ граждане· Тъгда цѣсарь҆ о̑уа҅лъ· и҅ тъ събравъ воѧ своѧ· готовь҆ꙗ҅ше сꙙ и҅ꙁити на сѫпостатꙑ· и҅ бꙑстъ и҅сходꙙштꙋ ѥ҅моу на пол҄е· глꙙдатъ вои свои҅хъ· раꙁгорѣвъ сꙙ ст꙯ꙑимъ доухомъ· акꙑ и҅нъ дании҅лъ о҅ соусанѣ· свꙙтꙑи о҅ть҆цъ наш· и҅сак҄ии҆· пристѫпи къ ꙁълочь҆стъноуо̑умоу глагол҄ꙙ· цѣсароу о҅тврь҆ꙁи цръкви правовѣрънꙑхъ· и҅ о̑управитъ ти господь пѫть҆ твои прѣдь тобоѭ̑· о҅нъ же видѣвꙑ и҆ въ такомъ ништи о҅браꙁѣ· и҆ въ прътиштихъ старца· прѣо҅бидѣ и҆· и҅ не о҅тъвѣшта ѥ҅моу ни ѥ҅дного словесе·	θαυματουργουμένων, τοῦ χρόνου προβάντος, ὁ τῆς εἰρήνης ἐχθρὸς Βελίαρ προχειρίζεται σκεῦος ἴδιον ὡςδεύτερον Ἄρειων κατὰ τῆς ὀρθοδόξου πίστεως, τὸν βασιλέα Οὐάλην· ὃς παρανομώτατος ὑπάρχων, ὡς ἄλλος Ἀχαάβ, κατὰ τῶν ἁγίων τοῦ θεοῦ ἐκκλησιῶν ἐξεμάνη ἀνανεοῦν ... πάσαν τὴν τοῦ ... Ἀρείου βλασφημίαν. Καὶ προσέταξεν πάσας τὰς ἁγίας τοῦ θεοῦ ἐκκλησίας τῶν ὁρθοδόξων ἀποκλειοθῆναι, τοῦ μὴ ἐπιτελεῖσθαι ἐν αὐταῖς τὰς συνήθεις λειτουργίας, καὶ τὰς μὲν αὐτῶν χορτοβολῶνας πεποίηκεν, τὰς δὲ καθελεῖν ἐπειρᾶτο. Ἐπεκράτησεν δὲ ἡ τοιαύτη ἀπαραμύθητος θλίψις ἐπὶ χρόνους ἱκανούς. Ἐν τῷ καιρῷ οὖν ἐκείνῳ ἦντις ἀνὴρ ἐν τῇ ἐρήμῳ τῆς Ἀνατολῆς, ἀγγελικὸν βίον ἐπὶ γῆς μετερχόμενος, τὸ ὄνομα Ἰσαάκιος ... Οὗτος κατὰ τὸ εἰωθὸς θείας οὐρανόθεν ἀκούσας φωνῆς, παρακελευομένης κατιέναι τῆς ἐρήμου, καὶ ἐλθεῖν ἐπὶ τὴν Κωνσταντινουπόλιν, μὴ ἀπιστήσας . . . κάτεισιν ἐκ τὴς ἐρήμου, καὶ καταλαβὼν τὴν προλεχθεῖσαν πόλιν, εὗρεν τῆς θεομάχου αἱρέσεως τὸν κατακλυσμὸν τῶν ψυχῶν, καὶ κατὰ τὸν συμπαθέστατον Ἱερεμίαν τὸν προφήτην, πῦρ ἀνήφθη ἐν τοῖς ἐγκάτοις αὐτοῦ, καὶ παρεῖ το πάντοθεν. Κατὰ δὲ συγχώρησιν θεοῦ, τοῦἀεὶ πρὸς τὸ συμφέρον παιδεύοντος,ἐγέγετο ἐπανάστασις τῶν βαρβάρων κραταιάκαὶ συναγαγόντες τὰς παρεμβολὰς αὐτῶν, διαπορθμεύσαντες τὸν ποταμὸν τὸν λεγόμενον Δανοῦβιν, ἐλεηλάτουν τὴν Θρᾴκην... θλίψιν δὲ καὶ ταραχὴν ... οὐ τὴν τυχοῦσαν εἶχεν ἡ πόλις. Τότε ὁ βασιλεὺς Οὐάλης συνήγαγε καὶ αὐτὸς τά στρατόπεδα αὐτοῦ, παρασκευαζόμενος ἐξελθεῖν κατὰ τῶν ὑπεναντίων. Καὶ ἐγένετο, ἐξιόντος αὐτοῦ ἐπὶ τὸν κάμπον τρακτεῦσαι τὰ στρατεύματα αὐτοῦ, ἀναζωπυρηθεὶς δὲ τῷ ἁγίῳ πνεύματι, ὡς ἄλλος Δανιὴλ ἐπὶ Σωσάννης, ὁ ἅγιος πατὴρ ἡμῶν Ἰσαάκιος, πρόσεισι τῷ δυσσεβεῖ, λέγων· “Βασιλεῦ, ἄνοιξον τὰς ἐκκλησίας τῶν ὀρθοδόξων, καὶ εὐοδώσει σοὶ Κύριος τὴν ὁδόν σου ἔμπροσθέν σου". Ὁ δὲ τὸ εὐτελές τε καὶ ξένον τοῦ σχήματος ἰδών, καὶ ῥακκοδυτοῦντα γηράλεον, ὡς λήρου περιεφρόνησεν, καὶ οὔτε λόγου ἠξίωσεν αὐτὸν·
<096v5><096v6><096v7><096v8><096v9><096v10>	не бо бѣ тъгда тоу ни слѣда чрънориꙁъчьска· таче пакꙑ на о̑утриꙗ· и҅сходꙙштоу ѥ҅моу· ста прѣдь҆ н҄имъ и҅ рече· цасароу· о҅тврь҆ꙁи цръкви правовѣрънꙑи҅хъ· и҅ о҅долѣѥ҅ши врагомъ твоимъ· и҅ въꙁвратиши сꙙ съ миромъ·	οὐ γὰρ ἦν τότε ἐνταῦθα ἴχνος μοναχοῦ. Εἶτα πάλιν τῇ ἑξῆς ἐξιόντος αὐτοῦ, ἔστη ἔμπροσθεν αὐτοῦ, καὶ εἶπεν· “Βασιλεῦ, ἄνοιξον τὰς ἐκκλησίας τῶν ὀρθοδόξων, καὶ νικήσεις τοὺς ἐχθρούς σου, καὶ ἐν εἰρήνῇ ὑποστρέψεις".
<096v11><096v12><096v13><096v14><096v15><096v16><096v17><096v18><096v19><096v20><096v21><096v22><096v23>	Цѣсарь҆ же словеси силѫ почоувъ· ѥ҅же рече ст꙯ꙑи҆ ꙗ҅ко о҅братиши сꙙ съ миромъ· съвѣтовааше съ сьвѣтникꙑ свои҅ми· да о҅тврьꙁѫть црь҆къви· препоситъ же и҅ прочии҆· и҅же бѣа҅хѫ о҅тъ а҅рие҅вꙑ ꙁълꙑѧ вѣрꙑ· паче съвратишꙙ цѣсарѣ· и҅ нарѫгавъше сꙙ ѥ҅моу и҅ о̑усмиꙗ҅въше сꙙ словесемъ ѥ҅го· шибаа҅хѫ и҅ хръꙁанꙑ· Послоушавъ же и҅хъ цѣсарь· прѣо҅бидѣвъ и҆ пои҅де· въгодьникъ же божии беспрѣстани молꙗше бога· да въскорѣ сътворитъ помоштъ о҅ правѣи вѣрѣ·	Ὁ δὲ βασιλεὺς τοῦ λόγου τὴν δύναμιν αἰσθόμενος τοῦ Ὑποστρέψης ἐν εἰρήνῃ, ἀνεκοινώσατο τοῖς ἔγγιστα αὐτοῦ ἐπὶ τῷ ἀνοῖξαι τὰς ἐκκλησιας". Ὁ δὲ . . . πρεπόσιτος καὶ οἱ λοιποὶ οἱ ἐκ τῆς Ἀρείον κακοπιστίας ὑπάρχοντες, ἐπὶ πλεῖον διέστρεφαν τὸν βασιλέα καὶ ἐλοιδόρησαν τὸν δίκαιον, μυκτηρίσαντες τοὺς λόγους αὐτοῦ, καὶ ταῖς φραγέλλαις ἐμάστιζον αὐτόν. Καὶ πισθεὶς αὐτοῖς ὁ βασιλεύς, παραλογισάμενος αὐτόν, ἐπορεύθη. Ὁ δὲ θεράπων τοῦ θεοῦ ... ἀδιαλείπτως έδέετο τοῦ θεοῦ, ταχεῖαν ποιήσασθαι περὶ τῆς ὀρθοδόξου πίστεως τὴν βοήθειαν.
<096v24><096v25><096v26><096v27><096v28><096v29><096v30><097r1><097r2><097r3><097r4><097r5><097r6><097r7><097r8><097r9><097r10><097r11><097r12><097r13><097r14><097r15><097r16><097r17><097r18><097r19> <097r20><097r21><097r22><097r23><097r24>	по дъвою̑ же дь҆нию̑ о̑учинивъ цѣсарь воѧ своѧ· и҅схождаа҅ше на рать· Блаженꙑи҅ же прѣставъ и҆ на пѫти прістѫпи къ н҄емоу· и҅ и҅мъ ꙁа о̑уꙁдѫ кон҄ѣ ѥ҅го ставь҆ꙗше и҆· глагол҄ꙙ о҅тврь҆ꙁи цръкви правовѣрънꙑи҅хъ· о҅нъ же по о҅бꙑчаю̑ своѥ҅моу непрѣклоненъ прѣбꙑстъ· сѫштии҅ же блиꙁъ цѣсара· биꙗ҅хѫ и да о҅тъстѫпитъ· и҅ не можаа҅хѫ о҅тътръгнѫти ѥ҅го· бꙑстъ же о҅тътого плиштъ· и҅ ошꙙ сꙙ м ꙁи· и҅ раꙁличь҆но къждо биꙗ҅хѫ и· о҅ви прѫтиѥ҅мъ о҅ви бичи· а҅ дроуꙁии жь҆ꙁлиѥ҅мъ· и҅ ѥ҅два нѣкого себѣ богꙋ попоустивъшоу· въꙁмогошꙙ о҅тътръгнѫти рѫцѣ ѥ҅го о҅тъ о̑уꙁдꙑ кон҄ьнꙑѧ цѣсарꙙ· тъгда цѣсаръ о̑уа҅лъ въꙁбсивъ сꙙ· вь҆ꙁь҆рѣвъ сѣмо о҅намо· видѣ мѣсто нѣкако· а҅кꙑ вапѫ сѫштѫ и҅сꙙк꙽шѫ· и҅ тинꙑ смрь҆дꙙштѫ пльнѫ· и҅ лѣсъ чꙙстъ вь҆ н҄еи҆· и҅ трь҆ниѥ ꙁѣло люто и҅ кѫпиниѥ· въ н҄еже мѣсто а҅ште въпадетъ какъ любо скотъ· то к томоу живо не и҅ꙁлѣꙁетъ· съмотривъ о̑убо цѣсарь҆ мѣсто то· и҅ о̑увѣдѣвъ ꙗ҅ко сѣть҆ съмрь҆тъна ѥ҅стъ· повелѣ вь҆врѣшти и҅ тоу· и҅ иде пѫть҆мъ свои҅мъ· въвръженоу же бꙑвъшꙋ добью̑моу и҅сповѣд꙽никоу хс꙯овоу и҅ск҄ио̑у· въ съмрь҆тънѫѭ̑ пѫчинѫ· прбꙑстъ цѣлъ· не прии҅мъ никакогож-·	Μετὰ δὲ δύο ἡμέρας παραταξάμενος ὁ βασιλεὺς, καὶ ἐξιόντος αὐτοῦ εἰς τὸν πόλεμον, προσῆλεν αὐτῷ κατὰ τὴν ὁδὸν ὁ μακάριος,καὶ ἐπιλαβόμενος τοῦ χαλινοῦ τοῦ ἵππου αὐτοῦ, ἀνθίστατο ... παραινὼν τοῦ ... ἀνοῖξαι τὰς ἐκκλησίας τῶν ὀρθοδόξων. Ὁ δὲ κατὰ τὸ εἰωθὸς αὐτῷ ἀκαμπής διέμεινεν· οἱ δὲ πλησίον παρατρέχοντες τοῦ βασιλέως ἐμάστιζον αὐτὸν τοῦ ἀποστῆναι, καὶ οὐκ ἴσχυον· γίνεται οὖν ἐκ τούτου συνδρομὴ καὶ διαφόρως ἕκαστος ἔτυπτον αὐτόν, οἱμὲν βέργαις οἱ δὲ φραγελλίοις, ἕτεροι δὲ ῥωπάλοις, καὶ μόλις ποτέ, τοῦ Θεοῦ συγχωρήσαντος, ἠδυνήθησαν ἀποσπᾶσαι τὰς χεῖρας αὐτοῦ ἐκ τοῦ χαλινοῦ τοῦ ἵππον τοῦ βασιλέως. Τότε ὁ βασιλεὺς Οὐάλης ἐμμανὴς γενόμενος, περιβλεψάμενος ὧδε καὶ ὧδε, ὁρᾶ πάντα τὸν τόπον ἐκεῖνον ὥσπερ λίμνην συνεστῶσαν, οὐχ ὕδατος, ἀλλὰ βορβόρου δυσώδους,καὶ ἐν αὐτῷ ἕλος δασὺ παλιούρων ... καὶ ἀκανθῶν λίαν δεινῶν, ἐν ᾧ τόπῳ οἷον ζῶον εἰσεληλύθει ...οὐδαμῶς ἠδύνατο ζῶν ἐξελθεῖν. Προσχῶν οὖν ὁ βασιλεὺς τὸν τόπον, καὶ ἐπιγνοὺς ὅτι παγὶς θανάτου ἐστίν, ἐκέλευσεν αὐτὸν ἐν αὐτῇ ἀκοντισθῆναι, καὶ ἐπορεύθη τὴν ὁδὸν αὐτοῦ. Ἀκοντισθεὶς δὲ ὁ γενναῖος ὁμολογητὴς τοῦ Χριστοῦ Ἰσαάκιος ἐν τῷ θανατικῷ τῆς παγίδος βορβόρῳ,αὐτὸς μὲν ἔπαθεν οὐδὲν
<097r25><097r26><097r27><097r28><097r29><097v1><097v2><097v3><097v4><097v5><097v6><097v7><097v8><097v9><097v10><097v11><097v12><097v13><097v14><097v15><097v16><097v17><097v18><097v19><097v20><097v21><097v22><097v23><097v24><097v25><097v26><097v27><097v28><097v29><098r1>	ꙁъла· а҅биѥ҅ бо силоѭ̑ господа нашего їс꙯ хс꙯а· пришъдъша дъва а҅гг҄ела и҅ꙁдрста и и҅с тинꙑ тоѧ· и҅ и҅ꙁведъша и поствиста на пѫти· и҅ рекоста ѥ҅моу· миръ тебѣ крѣпи сꙙ и҅ въꙁмѫжаи҆· и҅ се рек꙽ш о҅тидоста о҅тъ н҄его· вь҆ себѣ же бꙑвъ прѣклонивъ колѣнѣ благодарь҆стві бога· творꙙштаа҅го промꙑслꙑ многꙑ· о҅ рабѣхъ свои҅хъ· въставъ же о҅тъ молитвꙑ· и҅ текъ и҅нѣмь пѫтьмь прѣдъвари цѣсара· и҅ пакꙑ и҅мъ ꙁа о̑уꙁдѫ конꙗ цѣсара· рече къ цѣсароу дръꙁость҆ѭ̑· тꙑ о̑убо ѡ̑ цѣсароу· о̑уморити мꙙ хотѣа҅ше въвръгъ мꙙ въ тинѫ· нъ господь҆ ї꙯ х꙯с хоулимꙑи҆ тобоѭ̑ о҅живи мꙙ и҅ꙁведъ мꙙ и҅ꙁъ сѣти твоѥ҅ѧ· на о҅бличениѥ҅ непокорънааго твоѥ҅го о̑ума· да и҅ нꙑн҄ꙗ поо̑уштаѭ̑ тꙙ послоушаи мене· и҅ о҅тврьꙁи цръкви правовѣрънꙑи҅хъ· и҅ о҅тъдаждъ ѧ· и҅ о҅долѣѥ҅ши рати на н҄ѫже и҅деши· и҅ въꙁвратиши сꙙ мирь҆нѣ· и҅ бѫдетъ на хвалѫ хвал҄ениꙗ· Цѣсарь же видѣвъ блаженааго и свѣть҆ль҆ство лица ѥ҅го· и҅ словесънѫѭ̑ дръꙁость· а҅кꙑ ꙁабꙑвъ сꙙ· не може о҅ть҆вѣштати ѥ҅мꙋ словесе· таче по малѣ часѣ глагола цѣсаръ къ блаженоуо̑умоу· да а҅ште о̑убо не о҅твръꙁѫ ни о҅тъдамъ цръкъве правовѣрънꙑи҅хъ· то ч꙽то бѫдетъ того дѣл҄ьма· тъгда раꙁгнѣвавъ сꙙ свꙙтꙑи҅мъ доухомъ въгодьникъ христосовъ· по пророцѣ и҅лии҆· на а҅ха꙽ва цѣсара и҅ꙁдраи҅л҄итъска· тако и҅ нꙑнꙗ· прорече цѣсароу о̑уа҅лоу глагол҄ꙙ·	δεινόν εὐθὺς γὰρ τῇ δυνάμει τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ ἐπιστάντες δύο ἄγγελοι ἀνέσπασαν αὐτὸν ἐκ τοῦ βορβόρου, καὶ ἐξαγαγόντες αὐτόν, ἔστησαν ἐν τῇ λεοφόρῳ, καὶ εἶπον αὐτῷ· “Εἰρήνη σοι, ἴσχυε καὶ ἀνδρίζου" καὶ τοῦτο εἰπόντες. ἀπέστησαν ἀπ᾽ αὐτοῦ εἰς ἑαυτὸν δὲ ἐλθών, κλίνας τὰ γόνατα, εὐχαρίστησε τῷ Θεῷ, ὅτι πολλὴν πρόνοιαν ποιεῖταιτῶν δούλων αὐτοῦ Ἀναστὰς δὲ ἀπὸ τῆς εὐχῆς, δρομεὺς δι᾽ ἄλλης ὁδοῦ πορευθείς, καὶ προ~φθάσας τὸν βασιλέα, πάλιν ἐπιλαβόμενος τοῦ χαλινοῦ τοῦ ἵππου τοῦ βασιλέως, ἔφη μετὰ παῤῥησίας· Σὺ μὲν, ὦ βασιλεῦ, θανατοῦν με ἔδοξας, ἀκοντίσας ἐν τῷ βορβόρῳ ὁ δὲ κύριος Ἰησοῦς Χριστός, ὁ ὑπό σου ἀθετούμενος, ἐζωοποίησέν με, ἀναγαγών με ἐκ τῆς παγίδος σοῦ εἰς ἔλεγχον τῆς ἀπειθοῦς σου γνώμης. Καὶ τὰ νῦν παραινῶ, ἄκουσόν μου, καὶ ἄνοιξον τὰς ἐκκλησίας τῶν ὀρθοδόξων, καὶ ἀπόδος αὐτὰς, καὶ νικήσεις τὸν πόλεμον, εἰς ὃν ἀπέρχῃ, καὶ ὑποστρέψεις ἐν εἰρήνῃ, καὶ ἔσται... εἰς ἔπαινον καυχήσεως". Ὁ δὲ βασιλεὺς θεασάμενός τὸν μακάριον, καὶ τὴν φαιδρότητα τοῦ προσώπου αὐ•τοῦ, καὶ τοῦ λόγου τὴν παῤῥησίαν, ὥσπερ ἔξω ἑαυτοῦ γενόμενος οὐκ ἠδυνήθη ἀποκρυθῆναι αὐτῷ λόγον. Εἶτα μετὰ μικρὸν λέγει ὁ βασιλεὺς πρὸς τὸν μακάριον· “Ἐάν δὲ μὴ ἀνοίξω ἢ ἀποδώσω τὰς ἐκκλησίας τῶν ὀρθοδόξων, ἐκ τούτου τί ἔσται;". Τότε ἀναζωπυρηθεὶς τῷ ἁγίῳ Πνεύματι ὁ θεράπων τοῦ Χριστοῦ, κατὰ τὸν προφήτην Μιχαίαν ἐπὶ Ἀχαὰβ βασιλέως Ἰσραήλ, οὕτως καὶ νῦνπροεφήτευσεν τῷ βασιλεῖ Οὐαλῃ λέγων·
<098r2><098r3><098r4><098r5><098r6><098r7><098r8><098r9><098r10><098r11>	добро ти бѣ о̑убо цѣсароу послоушавъшоу мене· о҅тврѣсти и҅ о҅тъдати цръкви правовѣрънꙑи҅хъ· и҅ шъдъшоу въꙁвратити сꙙ мирьнѣ· нъ ѥ҅лма не послоуша мене ни прѣклони сꙙ· то а҅ште тꙑ шъдъ на рать и҅ живъ о҅братиши сꙙ· то да вѣси ꙗ҅ко нѣстъ господ꙽ глаголалъ нꙑнꙗ мь҆ноѭ̑· и҅деши бо на рать҆ и҅ сьнидеши сꙙ· и҅ не въꙁможеши стати противѫ врагомъ свои҅мъ·	„Ἀγαθὸν μὲν γὰρ ἦν σοι, βασιλεῦ, πεισθέντι μοι ἀνοῖξαι καὶ ἀποδοῦναι τὰς ἐκκλησίας τῶν ὀρθοδόξων, καὶ ἀπελθόντι ὑποστρέψαι ἐν εἰρήνῃ, ἐπειδὴ δὲ ἕως τούτου ἀκαμπὴς διαμένεις, ἐὰν σὺ ἀπελθὼν ἐν τῷ πολέμῳ καὶ ὑποστρέψῃς ζῶν, γνῶθι ὅτι ὁ κύριος οὐ λελάληκε νῦν δι᾽ ἐμοῦ· ἀπελεύσῃ γὰρ ἐπὶ τὸν πόλεμον καὶ συνάψεις αὐτὸν καὶ οὐ δυνήσῃ ἀντιστῆναι κατ᾽ ἐνώπιον τῶν ἐχθρῶν σοῦ . . .
